address,current_balance,balance_eth,tx_count,total_volume,volume_eth,net_flow,net_flow_eth,total_fees_eth,last_active,is_contract,wallet_type,profitability_score
0x3E566e73D4A651B47D53A3C82231C562273a10a0,42009,4.2009e-14,1,1000000000000,1e-06,-1000000000000,-1e-06,9.66e-06,2025-03-17 15:38:03.339623,False,eoa,0.1000003000000168
0x3187821dE80b2261e3849fbB37a8885256B07264,22589033531886867010,22.589033531886866,1,1000000000000,1e-06,1000000000000,1e-06,0.0,2025-03-17 15:38:03.888437,False,eoa,9.135613912754748
0x37a3A8dCfd7e1aA52a6dc860A064CA06d5E65D7B,2,2e-18,1,1000000000000,1e-06,-1000000000000,-1e-06,9.66e-06,2025-03-17 15:38:04.340664,False,eoa,0.1000003
0xdAc7C30BC01F24F3eAeDEe33Cef539C93a7abc4C,16817380840519444712,16.817380840519444,1,1000000000000,1e-06,1000000000000,1e-06,0.0,2025-03-17 15:38:04.867227,False,eoa,6.826952836207777
0x7B4452327126f2624CF7Ac918086247cC3e75792,5512796900014,5.512796900014e-06,1,1000000000000,1e-06,-1000000000000,-1e-06,9.66e-06,2025-03-17 15:38:05.003143,False,eoa,0.10000250511876001
0x217dD7a56CC812E640559909ACcC2D4D526b6186,565632012617528577,0.5656320126175286,1,1000000000000,1e-06,1000000000000,1e-06,0.0,2025-03-17 15:38:05.460530,False,eoa,0.32625330504701144
0x055D9A4dc18687872D95E2324335AAa4fbd29F05,17345640461785549560,17.34564046178555,1,0,0.0,0,0.0,4.48935073e-05,2025-03-17 15:38:05.979400,False,eoa,7.0382561847142195
0x0e9E39190DF7A2d38872736910Cddfa519e419ca,25424706314108794730,25.424706314108796,3,67000000000000000,0.067,-67000000000000000,-0.067,2.6423892642e-05,2025-03-17 15:40:35.689873,False,eoa,10.48998252564352
0xAbBb0978e2E9F5bC5f10b7e833f918f74DF1c65E,69900217890309000,0.069900217890309,1,22400000000000000,0.0224,22400000000000000,0.0224,0.0,2025-03-17 15:38:06.965191,False,eoa,0.1391600871561236
0xb23360CCDd9Ed1b15D45E5d3824Bb409C8D7c460,2871485155750696767912,2871.485155750697,1,0,0.0,0,0.0,3.2055248317586e-05,2025-03-17 15:38:07.113506,False,eoa,1148.6940623002786
0x2b3FeD49557bd88f78b898684F82FBb355305DbB,1437844415983594494858,1437.8444159835944,3,284921510000000000,0.28492151,-284921510000000000,-0.28492151,9.6706563610013e-05,2025-03-17 15:39:16.723400,False,eoa,575.5232428464377
0x6bbCF6fBA66c933cdD07828A699eE3e43cC78dA8,74433447100933605,0.07443344710093361,1,0,0.0,0,0.0,3.3099481235413e-05,2025-03-17 15:38:07.568599,False,eoa,0.12977337884037346
0x787B8840100d9BaAdD7463f4a73b5BA73B00C6cA,1293549185407940698468,1293.5491854079407,1,0,0.0,0,0.0,0.00044171967315,2025-03-17 15:38:07.893435,False,eoa,517.5196741631763
0x1d91Fa9Bd4AC336638648077b4bd01e80dCF504F,16812865776375097,0.016812865776375096,1,0,0.0,0,0.0,1.1010178367316e-05,2025-03-17 15:38:08.076155,False,eoa,0.10672514631055005
0xeF4461891DfB3AC8572cCf7C794664A8DD927945,0,0.0,1,0,0.0,0,0.0,0.0,2025-03-17 15:38:08.340064,False,eoa,0.1
0x963c86418CD9bd1ef42CbE16fB443176B7E854D3,0,0.0,1,35132165606537000,0.035132165606537,-35132165606537000,-0.035132165606537,8.834393463e-06,2025-03-17 15:38:08.498594,False,eoa,0.1105396496819611
0xbDE1148Eec7B6939f6D6cCF9AaA020f3c0bcC180,416771917056722511286,416.7719170567225,1,35132165606537000,0.035132165606537,35132165606537000,0.035132165606537,0.0,2025-03-17 15:38:09.057682,False,eoa,166.82633290549225
0x13c8B00487Cb57475A349ca232b38003f208f9ca,494406984950327259,0.49440698495032726,1,0,0.0,0,0.0,0.00811633536,2025-03-17 15:38:09.212223,False,eoa,0.29776279398013095
